Jubilee Industries Holdings Ltd;5OS.SI;SES;SGD
Accordia Golf Trust;ADQU.SI;SES;SGD
ARA Asset Mgt R;BLFR.SI;SES;SGD
Yamada Green Res R;BETR.SI;SES;SGD
Heatec Jietong Holdings Ltd;5OR.SI;SES;SGD
DBXT MSTaiwan US$;HD7.SI;SES;SGD
Anchun International Holdings Ltd;MF5.SI;SES;SGD
REIT;_REIT.SI;SES;SGD
IFS Capital Limited;I49.SI;SES;SGD
;BAOR.SI;SES;SGD
db x-trackers - S&P 500 Inverse Daily UCITS ETF;HD6.SI;SES;SGD
Fischer Tech Ltd;BDV.SI;SES;SGD
Lum Chang Holdings Ltd;L19.SI;SES;SGD
CSE Global Ltd;544.SI;SES;SGD
ISHARES SINGAPORE ASIA LOC CUR;QL1.SI;SES;SGD
YHI International Ltd;Y08.SI;SES;SGD
Silverlake Axis Ltd;5CP.SI;SES;SGD
Powermatic Data Systems Ltd;P12.SI;SES;SGD
Travelite Holdings Ltd.;BCZ.SI;SES;SGD
Gaylin Holdings Ltd;RF7.SI;SES;SGD
Straco Corp Ltd;S85.SI;SES;SGD
$ SingaporeKitchen;5WG.SI;SES;SGD
db x-trackers II - Eurozone Government Bond UCITS ETF (DR);KF6.SI;SES;SGD
Unionmet (Singapore) Ltd;A6F.SI;SES;SGD
Jiutian Chemical Group Ltd;C8R.SI;SES;SGD
Kingboard Copper Foil Holdings Ltd;K14.SI;SES;SGD
